
//    kk  ""tt""  "";;    """"JJ;;kkJJ  JJtt""    ""tt""  ;;tt""""tt    ""tt""   
//   JJ  kk""tt;;JJ      ttkk    ""tt    ;;;;ttJJ;;  ""ttkk;;"";;;;ttkk;;  ;;kk  
//  "";;  ""  kk  kk  tt  ttww    ZZ;;  ww    RR  ;;JJ  JJJJ  tt    RR  ;;JJ  JJ 
//  JJ      """";;""  kk  ttkk  ;;kk    ZZ    ww  ;;""  kk""  ww    kk;;kk""  JJ 
//  kk      JJ  kk    ww  ttkk  JJJJ  ;;ww  ""JJ  ;;tt""RR    ZZ  ;;ZZJJ      kk 
//  kk  ;;  "";;JJ        JJtt  JJJJ  ""kk  JJ""  ww""""ww    ww  ""JJ  ZZ    kk 
//  JJ  JJ  ;;JJ""  "";;  ww;;  kkJJ  JJ""  kk;;  ww  ;;ww  ""JJ  ww;;  ww  ;;tt 
//;;""  RR    RR    ww""  kk""  ;;tt  ww    kkkk      kktt  JJ;;  ZZ;;  ;;  tt   
//  JJkkttkkkk;;kkkk;;JJkktt""kkJJJJkkttJJkk;;  kkkkJJ  ttkkttJJkk;;ttkkJJkkJJ   
//| I | - | L | U | N | A | A | T | H | E | N | A | P | R | O | J | E | C | T |  
//------------------------------------------------------------------------------
// iLAthena 퀘스트 데이터베이스 <http://www.i-luna.com>
// 한글화 by 아이루나 iLAthena Project
//------------------------------------------------------------------------------
// 퀘스트 ID,시간 제한,대상1,값1,대상2,값2,대상3,값3,퀘스트 이름
//
9015,0,0,0,0,0,0,0,"음침한 위자드 아저씨?"
9016,0,0,0,0,0,0,0,"마법과 물질의 이해 시험"
9017,0,0,0,0,0,0,0,"마법의 활용 능력"
9018,0,0,0,0,0,0,0,"위자드 인증 완료!"
9024,0,0,0,0,0,0,0,"아인브로크의 심부름꾼"
10000,0,0,0,0,0,0,0,"프론테라 성으로"
10001,0,0,0,0,0,0,0,"실력 증명"
10002,0,0,0,0,0,0,0,"자질 평가"
10003,0,0,0,0,0,0,0,"심사위원에게 할 일 확인"
10004,0,0,0,0,0,0,0,"중간보고"
10005,0,0,0,0,0,0,0,"아이젠아름 왕자"
10006,0,0,0,0,0,0,0,"에른스트 왕자"
10007,0,0,0,0,0,0,0,"포 왕자"
10008,0,0,0,0,0,0,0,"페터 왕자"
10009,0,0,0,0,0,0,0,"유르겐 왕자"
10010,0,0,0,0,0,0,0,"헬무트 왕자"
10011,0,0,0,0,0,0,0,"에리히 왕자"
10012,0,0,0,0,0,0,0,"두 왕자의 이야기"
10013,0,0,0,0,0,0,0,"페터의 소녀를 찾아서"
10014,0,0,0,0,0,0,0,"다시 한 번 페터에게"
10015,0,0,0,0,0,0,0,"왕위조례15"
10016,0,0,0,0,0,0,0,"발터 가문의 손님"
10017,0,0,0,0,0,0,0,"무서운 진실"
10018,0,0,0,0,0,0,0,"타락의 아름 - 포"
10019,0,0,0,0,0,0,0,"타락의 아름 - 페터"
10020,0,0,0,0,0,0,0,"타락의 아름 - 에리히"
10021,0,0,0,0,0,0,0,"타락의 아름 - 유르겐"
10022,0,0,0,0,0,0,0,"타락의 아름 - 헬무트"
10023,0,0,0,0,0,0,0,"아이젠아름과 에른스트 -前-"
10024,0,0,0,0,0,0,0,"아이젠아름과 에른스트 -後-"
10025,0,0,0,0,0,0,0,"안녕, 그대여"
10026,0,0,0,0,0,0,0,"메토 갱생 유도"
10027,0,0,0,0,0,0,0,"메토 갱생 유도"
10028,0,0,0,0,0,0,0,"메토 갱생 유도"
10029,0,0,0,0,0,0,0,"메토 갱생 유도"
10030,0,0,0,0,0,0,0,"메토 갱생 유도"
10031,0,0,0,0,0,0,0,"메토 갱생 유도"
10032,0,0,0,0,0,0,0,"메토 갱생 유도"
10033,0,0,0,0,0,0,0,"메토 갱생 유도"
10034,0,0,0,0,0,0,0,"나이프 탐색"
10035,0,0,0,0,0,0,0,"나이프 전달"
10036,0,0,0,0,0,0,0,"물품조달-사탕"
10037,0,0,0,0,0,0,0,"물품조달-게등껍질"
10038,0,0,0,0,0,0,0,"물품조달-소라"
10039,0,0,0,0,0,0,0,"물품조달-생선의 꼬리"
10040,0,0,0,0,0,0,0,"물품조달-하얀색 접시"
10041,0,0,0,0,0,0,0,"물품조달-?"
10042,0,0,0,0,0,0,0,"건반을 찾아라-나머지5개"
10043,0,0,0,0,0,0,0,"건반을 찾아라-나머지5개"
10044,0,0,0,0,0,0,0,"건반을 찾아라-나머지4개"
10045,0,0,0,0,0,0,0,"건반을 찾아라-나머지4개"
10046,0,0,0,0,0,0,0,"건반을 찾아라-나머지3개"
10047,0,0,0,0,0,0,0,"건반을 찾아라-나머지3개"
10048,0,0,0,0,0,0,0,"건반을 찾아라-나머지2개"
10049,0,0,0,0,0,0,0,"건반을 찾아라-나머지2개"
10050,0,0,0,0,0,0,0,"건반을 찾아라-나머지1개"
10051,0,0,0,0,0,0,0,"건반을 찾아라-나머지1개"
10052,0,0,0,0,0,0,0,"건반을 찾아라-피아노로"
10053,0,0,0,0,0,0,0,"건반을 찾아라-빈자리를 채워라"
10054,0,0,0,0,0,0,0,"탈출 직전-마녀 키르케나"
10055,0,0,0,0,0,0,0,"우탄족의 문화 이해"
10056,0,0,0,0,0,0,0,"우탄어를 배워보자"
10057,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10058,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10059,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10060,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10061,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10062,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10063,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10064,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10065,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10066,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10067,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10068,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10069,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10070,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10071,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10072,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10073,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10074,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10075,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10076,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10077,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10078,0,0,0,0,0,0,0,"그리고 인간은 이계로"
10079,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10080,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10081,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10082,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10083,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10084,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10085,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10086,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10087,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10088,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10089,0,0,0,0,0,0,0,"현실탈피, 더 넓은 세계로"
10090,0,0,0,0,0,0,0,"미케닉 전직"
10091,0,0,0,0,0,0,0,"미케닉 전직"
10092,0,0,0,0,0,0,0,"미케닉 전직"
10093,0,0,0,0,0,0,0,"미케닉 전직"
10094,0,0,0,0,0,0,0,"미케닉 전직"
10095,0,0,0,0,0,0,0,"미케닉 전직"
10096,0,0,0,0,0,0,0,"미케닉 전직"
10097,0,0,0,0,0,0,0,"미케닉 전직"
10098,0,0,0,0,0,0,0,"미케닉 전직"
10099,0,0,0,0,0,0,0,"미케닉 전직"
10100,0,0,0,0,0,0,0,"미케닉 전직"
10101,0,0,0,0,0,0,0,"미케닉 전직"
10102,0,0,0,0,0,0,0,"의뢰인에게 -스핑크스 던전편"
10103,0,0,0,0,0,0,0,"의뢰인에게 - 글래스트 헤임편"
10104,0,0,0,0,0,0,0,"의뢰인에게 - 유노편"
10105,0,0,0,0,0,0,0,"의뢰인에게 - 시계탑편"
10106,0,0,0,0,0,0,0,"의뢰인에게 - 로컬라이징편"
10107,0,0,0,0,0,0,0,"스핑크스 던전 - 레퀴엠"
10108,0,0,0,0,0,0,0,"스핑크스 던전 - 마르두크"
10109,0,0,0,0,0,0,0,"스핑크스 던전 - 파사나"
10110,0,0,0,0,0,0,0,"글래스트 헤임 - 다크 프레임"
10111,0,0,0,0,0,0,0,"글래스트 헤임 - 이블 드루이드"
10112,0,0,0,0,0,0,0,"글래스트 헤임 - 레이쓰"
10113,0,0,0,0,0,0,0,"글래스트 헤임 - 레이드릭 아쳐"
10114,0,0,0,0,0,0,0,"유노 - 그랜드 페코"
10115,0,0,0,0,0,0,0,"유노 - 슬리퍼"
10116,0,0,0,0,0,0,0,"유노 - 고우트"
10117,0,0,0,0,0,0,0,"유노 - 하피"
10118,0,0,0,0,0,0,0,"시계탑 - 클락"
10119,0,0,0,0,0,0,0,"시계탑 - 펑크"
10120,0,0,0,0,0,0,0,"시계탑 - 라이드워드"
10121,0,0,0,0,0,0,0,"로컬라이징 - 우자스"
10122,0,0,0,0,0,0,0,"로컬라이징 - 미야비 인형"
10123,0,0,0,0,0,0,0,"로컬라이징 - 식양"
11000,0,0,0,0,0,0,0,"오딘 신전 조사"
11001,0,0,0,0,0,0,0,"오딘 신전 조사"
11002,0,0,0,0,0,0,0,"오딘 신전 조사"
11003,0,0,0,0,0,0,0,"오딘 신전 조사"
11004,0,0,0,0,0,0,0,"오딘 신전 조사"
11005,0,0,0,0,0,0,0,"오딘 신전 조사"
11006,0,0,0,0,0,0,0,"오딘 신전 조사"
11007,0,0,0,0,0,0,0,"오딘 신전 조사"
11008,0,0,0,0,0,0,0,"오딘 신전 조사"
11009,0,0,0,0,0,0,0,"생체 연구자"
11010,0,0,0,0,0,0,0,"생체 연구자"
11011,0,0,0,0,0,0,0,"생체 연구자"
11012,0,0,0,0,0,0,0,"생체 연구자"
11013,0,0,0,0,0,0,0,"생체 연구자"
11014,0,0,0,0,0,0,0,"생체 연구자"
11015,0,0,0,0,0,0,0,"생체 연구자"
11016,0,0,0,0,0,0,0,"생체 연구자"
11017,0,0,0,0,0,0,0,"유페로스 탐험"
11018,0,0,0,0,0,0,0,"유페로스 탐험"
11019,0,0,0,0,0,0,0,"유페로스 탐험"
11020,0,0,0,0,0,0,0,"유페로스 탐험"
11021,0,0,0,0,0,0,0,"유페로스 탐험"
11022,0,0,0,0,0,0,0,"유페로스 탐험"
11023,0,0,0,0,0,0,0,"돌 줍는 노인"
11024,0,0,0,0,0,0,0,"돌 줍는 노인"
11025,0,0,0,0,0,0,0,"돌 줍는 노인"
11026,0,0,0,0,0,0,0,"돌 줍는 노인"
11027,0,0,0,0,0,0,0,"돌 줍는 노인"
11028,0,0,0,0,0,0,0,"돌 줍는 노인"
11029,0,0,0,0,0,0,0,"거북이 섬으로..."
11030,0,0,0,0,0,0,0,"거북이 섬으로..."
11031,0,0,0,0,0,0,0,"거북이 섬으로..."
11032,0,0,0,0,0,0,0,"거북이 섬으로..."
11033,0,0,0,0,0,0,0,"거북이 섬으로..."
11034,0,0,0,0,0,0,0,"거북이 섬으로..."
11035,0,0,0,0,0,0,0,"거북이 섬으로..."
11036,0,0,0,0,0,0,0,"거북이 섬으로..."
11037,0,0,0,0,0,0,0,"거북이 섬으로..."
11038,0,0,0,0,0,0,0,"니플헤임의 생환자"
11039,0,0,0,0,0,0,0,"니플헤임의 생환자"
11040,0,0,0,0,0,0,0,"니플헤임의 생환자"
11041,0,0,0,0,0,0,0,"니플헤임의 생환자"
11042,0,0,0,0,0,0,0,"니플헤임의 생환자"
11043,0,0,0,0,0,0,0,"니플헤임의 생환자"
11044,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11045,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11046,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11047,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11048,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11049,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11050,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11051,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11052,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11053,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11054,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11055,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11056,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11057,0,0,0,0,0,0,0,"한약방 - 약재 구하기"
11058,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11059,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11060,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11061,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11062,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11063,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11064,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11065,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11066,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11067,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11068,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11069,0,0,0,0,0,0,0,"겁쟁이 소년 미하일"
11070,0,0,0,0,0,0,0,"독약왕"
11071,0,0,0,0,0,0,0,"독약왕"
11072,0,0,0,0,0,0,0,"독약왕"
11073,0,0,0,0,0,0,0,"독약왕"
11074,0,0,0,0,0,0,0,"독약왕"
11075,0,0,0,0,0,0,0,"독약왕"
11076,0,0,0,0,0,0,0,"독약왕"
11077,0,0,0,0,0,0,0,"독약왕"
11078,0,0,0,0,0,0,0,"독약왕"
11079,0,0,0,0,0,0,0,"독약왕"
11080,0,0,0,0,0,0,0,"독약왕"
11081,0,0,0,0,0,0,0,"독약왕"
11082,0,0,0,0,0,0,0,"독약왕"
11083,0,0,0,0,0,0,0,"독약왕"
11084,0,0,0,0,0,0,0,"새로운 환경에 적응하는 법"
11085,0,0,0,0,0,0,0,"새로운 환경에 적응하는 법"
11086,0,0,0,0,0,0,0,"새로운 환경에 적응하는 법"
11087,0,0,0,0,0,0,0,"막사 수리하기"
11088,0,0,0,0,0,0,0,"막사 수리하기"
11089,0,0,0,0,0,0,0,"막사 수리하기"
11090,0,0,0,0,0,0,0,"막사 수리하기"
11091,0,0,0,0,0,0,0,"배급품 전달"
11092,0,0,0,0,0,0,0,"배급품 전달"
11093,0,0,0,0,0,0,0,"배급품 전달"
11094,0,0,0,0,0,0,0,"배급품 전달"
11095,0,0,0,0,0,0,0,"배급품 전달"
11096,0,0,0,0,0,0,0,"배급품 전달"
11097,0,0,0,0,0,0,0,"배급품 전달"
11098,0,0,0,0,0,0,0,"배급품 전달"
11099,0,0,0,0,0,0,0,"친구에게..."
11100,0,0,0,0,0,0,0,"친구에게..."
11101,0,0,0,0,0,0,0,"바젯의 비밀노트"
11102,0,0,0,0,0,0,0,"바젯의 비밀노트"
11103,0,0,0,0,0,0,0,"바젯의 비밀노트"
11104,0,0,0,0,0,0,0,"휴식시간"
11105,0,0,0,0,0,0,0,"힐스리온의 뿔"
11106,0,0,0,0,0,0,0,"워록 전직"
11107,0,0,0,0,0,0,0,"워록 전직"
11108,0,0,0,0,0,0,0,"워록 전직"
11109,0,0,0,0,0,0,0,"워록 전직"
11110,0,0,0,0,0,0,0,"워록 전직"
11111,0,0,0,0,0,0,0,"워록 전직"
11112,0,0,0,0,0,0,0,"워록 전직"
11113,0,0,0,0,0,0,0,"레이더링이 다시 작동할 때까지"
11114,0,0,0,0,0,0,0,"의뢰 : 호넷 사냥"
11115,0,0,0,0,0,0,0,"의뢰 : 콘도르 사냥"
11116,0,0,0,0,0,0,0,"의뢰 : 메뚜기의 뒷다리"
11117,0,0,0,0,0,0,0,"의뢰 : 웜테일 사냥"
11118,0,0,0,0,0,0,0,"의뢰 : 스포아 사냥"
11119,0,0,0,0,0,0,0,"의뢰 : 해충 박멸"
11120,0,0,0,0,0,0,0,"의뢰 : 무카 사냥"
11121,0,0,0,0,0,0,0,"의뢰 : 퍼밀리어 사냥"
11122,0,0,0,0,0,0,0,"의뢰 : 깃털 수집"
11123,0,0,0,0,0,0,0,"의뢰 : 독버섯 포자 수집"
11124,0,0,0,0,0,0,0,"의뢰 : 호넷 사냥 - 완료"
11125,0,0,0,0,0,0,0,"의뢰 : 콘도르 사냥 - 완료"
11126,0,0,0,0,0,0,0,"의뢰 : 메뚜기의 뒷다리 - 완료"
11127,0,0,0,0,0,0,0,"의뢰 : 웜테일 사냥 - 완료"
11128,0,0,0,0,0,0,0,"의뢰 : 스포아 사냥 - 완료"
11129,0,0,0,0,0,0,0,"의뢰 : 해충 박멸 - 완료"
11130,0,0,0,0,0,0,0,"의뢰 : 무카 사냥 - 완료"
11131,0,0,0,0,0,0,0,"의뢰 : 퍼밀리어 사냥 - 완료"
11132,0,0,0,0,0,0,0,"의뢰 : 깃털 수집 - 완료"
11133,0,0,0,0,0,0,0,"의뢰 : 독버섯 포자 수집 - 완료"
11134,0,0,0,0,0,0,0,"피의 마왕 소탕 작전"
12000,0,0,0,0,0,0,0,"친구:불협화음"
12001,0,0,0,0,0,0,0,"친구:가깝지만 먼…"
12002,0,0,0,0,0,0,0,"친구:우정의메신저"
12003,0,0,0,0,0,0,0,"친구:제3의 친구"
12004,0,0,0,0,0,0,0,"친구:일기장"
12005,0,0,0,0,0,0,0,"친구:속마음"
12006,0,0,0,0,0,0,0,"친구:영원한 비밀"
12007,0,0,0,0,0,0,0,"무기공급-1"
12008,0,0,0,0,0,0,0,"무기공급-2"
12009,0,0,0,0,0,0,0,"무기공급-실패"
12010,0,0,0,0,0,0,0,"무기공급-3"
12011,0,0,0,0,0,0,0,"무기공급-4"
12012,0,0,0,0,0,0,0,"무기공급-5"
12013,0,0,0,0,0,0,0,"무기공급-6"
12014,0,0,0,0,0,0,0,"생체연구소 잠입"
12015,0,0,0,0,0,0,0,"대통령 - 1"
12016,0,0,0,0,0,0,0,"대통령 - 2"
12017,0,0,0,0,0,0,0,"대통령 - 3"
12018,0,0,0,0,0,0,0,"대통령 - 4"
12019,0,0,0,0,0,0,0,"대통령 - 5"
12020,0,0,0,0,0,0,0,"대통령 - 6"
12021,0,0,0,0,0,0,0,"대통령 - 7"
12022,0,0,0,0,0,0,0,"대통령 - 8"
12023,0,0,0,0,0,0,0,"대통령 - 9"
12024,0,0,0,0,0,0,0,"대통령 - 10"
12025,0,0,0,0,0,0,0,"대통령 - 11"
12026,0,0,0,0,0,0,0,"대통령 - 12"
12027,0,0,0,0,0,0,0,"대통령 - 13"
12028,0,0,0,0,0,0,0,"대통령 - 14"
12029,0,0,0,0,0,0,0,"약혼반지 - 1"
12030,0,0,0,0,0,0,0,"약혼반지 - 2"
12031,0,0,0,0,0,0,0,"약혼반지 - 3"
12032,0,0,0,0,0,0,0,"약혼반지 - 4"
12033,0,0,0,0,0,0,0,"약혼반지 - 5"
12034,0,0,0,0,0,0,0,"약혼반지 - 6"
12035,0,0,0,0,0,0,0,"스밍타이거"
12036,0,0,0,0,0,0,0,"스밍타이거"
12037,0,0,0,0,0,0,0,"스밍타이거"
12038,0,0,0,0,0,0,0,"스밍타이거"
12039,0,0,0,0,0,0,0,"스밍타이거"
12040,0,0,0,0,0,0,0,"우유짜기 1"
12041,0,0,0,0,0,0,0,"우유짜기 2"
12042,0,0,0,0,0,0,0,"우유짜기 3"
12043,0,0,0,0,0,0,0,"우유짜기 4"
12044,0,0,0,0,0,0,0,"우는꼬마 달래기 1"
12045,0,0,0,0,0,0,0,"우는꼬마 달래기 2"
12046,0,0,0,0,0,0,0,"우는꼬마 달래기 3"
12047,0,0,0,0,0,0,0,"우는꼬마 달래기 4"
12048,0,0,0,0,0,0,0,"우는꼬마 달래기 5"
12049,0,0,0,0,0,0,0,"로그 직업퀘스트 1"
12050,0,0,0,0,0,0,0,"로그 직업퀘스트 2"
12051,0,0,0,0,0,0,0,"로그 직업퀘스트 3"
12052,0,0,0,0,0,0,0,"로그 직업퀘스트 4"
12053,0,0,0,0,0,0,0,"로그 직업퀘스트 5"
12054,0,0,0,0,0,0,0,"로그 직업퀘스트 6"
12055,0,0,0,0,0,0,0,"어쌔신 직업퀘스트"
12056,0,0,0,0,0,0,0,"어쌔신 직업퀘스트"
12057,0,0,0,0,0,0,0,"연구소 출입카드"
12058,0,0,0,0,0,0,0,"102타워 출입제한"
12059,0,0,0,0,0,0,0,"오크의 기억 출입제한"
12060,0,0,0,0,0,0,0,"오늘의 낚시 종료"
12061,0,0,0,0,0,0,0,"한군데 집중"
12062,0,0,0,0,0,0,0,"오늘의 채광 종료"
12070,0,0,0,0,0,0,0,"제한된 출입시간"
12071,0,0,0,0,0,0,0,"제한된 출입시간"
12072,0,0,0,0,0,0,0,"타라프로그 사냥"
12073,0,0,0,0,0,0,0,"크루이저 처치"
12074,0,0,0,0,0,0,0,"쿠크레 사냥"
12075,0,0,0,0,0,0,0,"오크베이비 처치"
12076,0,0,0,0,0,0,0,"오크워리어 처치"
12077,0,0,0,0,0,0,0,"바돈 사냥"
12078,0,0,0,0,0,0,0,"메갈로돈 사냥"
12079,0,0,0,0,0,0,0,"마르스 사냥"
12080,0,0,0,0,0,0,0,"커너투스 사냥"
12081,0,0,0,0,0,0,0,"미스트 처치"
12082,0,0,0,0,0,0,0,"조개 사냥"
12083,0,0,0,0,0,0,0,"마린스피어 사냥"
12084,0,0,0,0,0,0,0,"휀 사냥"
12085,0,0,0,0,0,0,0,"오크스켈레톤 처치"
12086,0,0,0,0,0,0,0,"제노크 처치"
12087,0,0,0,0,0,0,0,"미이라 처치"
12088,0,0,0,0,0,0,0,"의뢰수행중"
