
//    kk  ""tt""  "";;    """"JJ;;kkJJ  JJtt""    ""tt""  ;;tt""""tt    ""tt""   
//   JJ  kk""tt;;JJ      ttkk    ""tt    ;;;;ttJJ;;  ""ttkk;;"";;;;ttkk;;  ;;kk  
//  "";;  ""  kk  kk  tt  ttww    ZZ;;  ww    RR  ;;JJ  JJJJ  tt    RR  ;;JJ  JJ 
//  JJ      """";;""  kk  ttkk  ;;kk    ZZ    ww  ;;""  kk""  ww    kk;;kk""  JJ 
//  kk      JJ  kk    ww  ttkk  JJJJ  ;;ww  ""JJ  ;;tt""RR    ZZ  ;;ZZJJ      kk 
//  kk  ;;  "";;JJ        JJtt  JJJJ  ""kk  JJ""  ww""""ww    ww  ""JJ  ZZ    kk 
//  JJ  JJ  ;;JJ""  "";;  ww;;  kkJJ  JJ""  kk;;  ww  ;;ww  ""JJ  ww;;  ww  ;;tt 
//;;""  RR    RR    ww""  kk""  ;;tt  ww    kkkk      kktt  JJ;;  ZZ;;  ;;  tt   
//  JJkkttkkkk;;kkkk;;JJkktt""kkJJJJkkttJJkk;;  kkkkJJ  ttkkttJJkk;;ttkkJJkkJJ   
//| I | - | L | U | N | A | A | T | H | E | N | A | P | R | O | J | E | C | T |  
//------------------------------------------------------------------------------
// iLAthena 스킬 트리 데이터베이스 <http://www.i-luna.com>
// 한글화 by 아이루나 iLAthena Project
//------------------------------------------------------------------------------
// 버전 2009-07-23.00
//------------------------------------------------------------------------------
// 한글화 by 악승
// 3차직업도움 by Secret[秘密]
// 3차직업 by 사이버짱
// 로얄가드, 제네릭, 소서러 미구현
//------------------------------------------------------------------------------

//직업NO,스킬코드,최대 레벨,선수 스킬-ID-1,선수스킬-ID-1-Lv,선수 스킬-ID-2,선수스킬-ID-2-Lv,선수스킬-ID-3,선수스킬-ID-3-Lv,선수스킬-ID-4,선수스킬-ID-4-Lv,선수스킬-ID-5,선수스킬-ID-5-Lv
//직업스킬이름#스킬이름#

//Novice
4012,383,10,45,9,0,0,0,0,0,0,0,0 //SN_WINDWALK#윈드_워크#
4012,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4012,499,1,46,10,0,0,0,0,0,0,0,0	//HT_POWER#비스트_스트레이핑#
4012,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//AssassinCross
4013,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4013,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4013,48,10,0,0,0,0,0,0,0,0,0,0 //TF_DOUBLE#더블_어택#
4013,49,10,0,0,0,0,0,0,0,0,0,0 //TF_MISS#회피율_증가#
4013,50,10,0,0,0,0,0,0,0,0,0,0 //TF_STEAL#스틸#
4013,51,10,50,5,0,0,0,0,0,0,0,0 //TF_HIDING#하이딩#
4013,52,10,0,0,0,0,0,0,0,0,0,0 //TF_POISON#인베넘#
4013,53,1,52,3,0,0,0,0,0,0,0,0 //TF_DETOXIFY#해독#
4013,149,1,0,0,0,0,0,0,0,0,0,0 //TF_SPRINKLESAND#모래_뿌리기#
4013,150,1,0,0,0,0,0,0,0,0,0,0 //TF_BACKSLIDING#백_슬라이딩#
4013,151,1,0,0,0,0,0,0,0,0,0,0 //TF_PICKSTONE#돌_줍기#
4013,152,1,0,0,0,0,0,0,0,0,0,0 //TF_THROWSTONE#돌_던지기#
4013,132,5,0,0,0,0,0,0,0,0,0,0 //AS_RIGHT#오른손_수련#
4013,133,5,132,2,0,0,0,0,0,0,0,0 //AS_LEFT#왼손_수련#
4013,134,10,0,0,0,0,0,0,0,0,0,0 //AS_KATAR#카타르_수련#
4013,135,10,51,2,0,0,0,0,0,0,0,0 //AS_CLOAKING#클로킹#
4013,136,10,134,4,0,0,0,0,0,0,0,0 //AS_SONICBLOW#소닉_블로우#
4013,137,5,135,2,136,5,0,0,0,0,0,0 //AS_GRIMTOOTH#그림투스#
4013,138,10,52,1,0,0,0,0,0,0,0,0 //AS_ENCHANTPOISON#인찬트_포이즌#
4013,139,10,138,3,0,0,0,0,0,0,0,0 //AS_POISONREACT#포이즌_리액트#
4013,140,10,138,5,0,0,0,0,0,0,0,0 //AS_VENOMDUST#베넘_더스트#
4013,141,10,139,5,140,5,0,0,0,0,0,0 //AS_SPLASHER#베넘_스플래셔#
4013,1003,1,0,0,0,0,0,0,0,0,0,0 //AS_SONICACCEL#소닉_액셀레이션#
4013,1004,1,0,0,0,0,0,0,0,0,0,0 //AS_VENOMKNIFE#베넘_나이프#
4013,376,5,48,5,134,7,0,0,0,0,0,0 //ASC_KATAR#어드밴스드_카타르_연구#
4013,378,5,407,1,0,0,0,0,0,0,0,0 //ASC_EDP#치명적인_독_부여#
4013,379,10,48,5,135,3,138,6,52,5,0,0 //ASC_BREAKER#기공포#
4013,406,10,132,3,134,5,136,5,379,1,0,0 //ASC_METEORASSAULT#메테오_어절트#
4013,407,1,52,10,53,1,138,5,0,0,0,0 //ASC_CDP#치명적인_독_생산#
4013,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4013,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//LordKnight(Peco)
4014,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4014,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4014,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#한손검_수련#
4014,3,10,2,1,0,0,0,0,0,0,0,0 //SM_TWOHAND#양손검_수련#
4014,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#HP회복력_향상#
4014,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#배쉬#
4014,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#프로보크#
4014,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#매그넘_브레이크#
4014,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#인듀어#
4014,144,1,0,0,0,0,0,0,0,0,0,0 //SM_MOVINGRECOVERY#이동시_HP_회복#
4014,145,1,0,0,0,0,0,0,0,0,0,0 //SM_FATALBLOW#급소치기#
4014,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#오토_버서크#
4014,55,10,0,0,0,0,0,0,0,0,0,0 //KN_SPEARMASTERY#창_수련#
4014,56,10,55,1,0,0,0,0,0,0,0,0 //KN_PIERCE#피어스#
4014,57,10,63,1,58,3,0,0,0,0,0,0 //KN_BRANDISHSPEAR#브랜디쉬_스피어#
4014,58,10,56,5,0,0,0,0,0,0,0,0 //KN_SPEARSTAB#스피어_스탭#
4014,59,5,56,3,0,0,0,0,0,0,0,0 //KN_SPEARBOOMERANG#스피어_부메랑#
4014,60,10,3,1,0,0,0,0,0,0,0,0 //KN_TWOHANDQUICKEN#투핸드_퀴큰#
4014,61,5,3,1,0,0,0,0,0,0,0,0 //KN_AUTOCOUNTER#오토_카운터#
4014,62,10,5,10,7,3,3,5,60,10,61,5//KN_BOWLINGBASH#볼링_배쉬#
4014,63,1,8,1,0,0,0,0,0,0,0,0 //KN_RIDING#라이딩#
4014,64,5,63,1,0,0,0,0,0,0,0,0 //KN_CAVALIERMASTERY#기병_수련#
4014,1001,1,0,0,0,0,0,0,0,0,0,0 //KN_CHARGEATK#차지_어택#
4014,355,5,5,5,7,5,3,5,0,0,0,0 //LK_AURABLADE#오라_블레이드#
4014,356,10,3,10,6,5,60,3,0,0,0,0 //LK_PARRYING#패링#
4014,357,5,4,1,55,5,63,1,0,0,0,0 //LK_CONCENTRATION#컨센트레이션#
4014,358,1,4,10,6,5,8,3,0,0,0,0 //LK_TENSIONRELAX#텐션_릴렉스#
4014,359,1,50,0,0,0,0,0,0,0,0,0,0 //LK_BERSERK#버서크#
4014,397,5,55,10,56,5,58,5,63,1,0,0 //LK_SPIRALPIERCE#스파이럴_피어스#
4014,398,5,55,9,63,1,0,0,0,0,0,0 //LK_HEADCRUSH#헤드_크러쉬#
4014,399,10,55,9,64,3,398,3,0,0,0,0 //LK_JOINTBEAT#조인트_비트#
4014,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4014,495,1,60,10,0,0,0,0,0,0,0,0	//KN_ONEHAND#원핸드_퀴큰#
4014,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//Paladin
4015,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4015,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4015,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#한손검_수련#
4015,3,10,2,1,0,0,0,0,0,0,0,0 //SM_TWOHAND#양손검_수련#
4015,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#HP회복력_향상#
4015,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#배쉬#
4015,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#프로보크#
4015,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#매그넘_브레이크#
4015,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#인듀어#
4015,144,1,0,0,0,0,0,0,0,0,0,0 //SM_MOVINGRECOVERY#이동시_HP_회복#
4015,145,1,0,0,0,0,0,0,0,0,0,0 //SM_FATALBLOW#급소치기#
4015,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#오토_버서크#
4015,63,1,8,1,0,0,0,0,0,0,0,0 //KN_RIDING#라이딩#
4015,64,5,63,1,0,0,0,0,0,0,0,0 //KN_CAVALIERMASTERY#기병_수련#
4015,55,10,0,0,0,0,0,0,0,0,0,0 //KN_SPEARMASTERY#창_수련#
4015,35,1,248,5,0,0,0,0,0,0,0,0 //AL_CURE#큐어#
4015,22,10,35,1,0,0,0,0,0,0,0,0 //AL_DP#디바인_프로텍션#
4015,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#데몬베인#
4015,28,10,23,5,248,10,0,0,0,0,0,0 //AL_HEAL#힐#
4015,248,10,0,0,0,0,0,0,0,0,0,0 //CR_TRUST#믿음#
4015,249,10,0,0,0,0,0,0,0,0,0,0 //CR_AUTOGUARD#오토_가드#
4015,250,5,249,5,0,0,0,0,0,0,0,0 //CR_SHIELDCHARGE#쉴드_챠지#
4015,251,5,250,3,0,0,0,0,0,0,0,0 //CR_SHIELDBOOMERANG#쉴드_부메랑#
4015,252,10,251,3,0,0,0,0,0,0,0,0 //CR_REFLECTSHIELD#리플렉트_쉴드#
4015,253,10,248,7,0,0,0,0,0,0,0,0 //CR_HOLYCROSS#홀리_크로스#
4015,254,10,253,6,248,10,0,0,0,0,0,0 //CR_GRANDCROSS#그랜드_크로스#
4015,255,5,252,5,254,4,0,0,0,0,0,0 //CR_DEVOTION#헌신#
4015,256,5,22,5,28,5,0,0,0,0,0,0 //CR_PROVIDENCE#신의_뜻#
4015,257,5,251,1,0,0,0,0,0,0,0,0 //CR_DEFENDER#디펜더#
4015,258,10,55,10,0,0,0,0,0,0,0,0 //CR_SPEARQUICKEN#스피어_퀴큰#
4015,1002,1,0,0,0,0,0,0,0,0,0,0 //CR_SHRINK#슈링크#
4015,367,5,8,5,248,5,250,2,0,0,0,0 //PA_PRESSURE#프레셔#
4015,368,5,8,1,248,5,255,3,0,0,0,0 //PA_SACRIFICE#세크리파이스#
4015,369,10,248,8,22,3,23,5,0,0,0,0 //PA_GOSPEL#가스펠#
4015,480,5,251,5,0,0,0,0,0,0,0,0 //PA_SHIELDCHAIN#쉴드체인#
4015,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4015,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//Champion
4016,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4016,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4016,22,10,0,0,0,0,0,0,0,0,0,0 //AL_DP#디바인_프로텍션#
4016,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#데몬베인#
4016,24,1,0,0,0,0,0,0,0,0,0,0 //AL_RUWACH#루아흐#
4016,25,1,27,4,0,0,0,0,0,0,0,0 //AL_PNEUMA#흐뉴마#
4016,26,2,24,1,0,0,0,0,0,0,0,0 //AL_TELEPORT#텔레포테이션#
4016,27,4,26,2,0,0,0,0,0,0,0,0 //AL_WARP#워프_포탈#
4016,28,10,0,0,0,0,0,0,0,0,0,0 //AL_HEAL#힐#
4016,29,10,28,3,0,0,0,0,0,0,0,0 //AL_INCAGI#민첩성_증가#
4016,30,10,29,1,0,0,0,0,0,0,0,0 //AL_DECAGI#민첩성_감소#
4016,31,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYWATER#아쿠아_베네딕타#
4016,32,10,23,3,0,0,0,0,0,0,0,0 //AL_CRUCIS#시그넘_크루시스#
4016,33,10,22,3,0,0,0,0,0,0,0,0 //AL_ANGELUS#안젤루스#
4016,34,10,22,5,0,0,0,0,0,0,0,0 //AL_BLESSING#블레싱#
4016,35,1,28,2,0,0,0,0,0,0,0,0 //AL_CURE#큐어#
4016,156,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYLIGHT#홀리_라이트#
4016,259,10,23,10,22,10,0,0,0,0,0,0 //MO_IRONHAND#철사장(鐵沙掌)#
4016,260,5,269,2,0,0,0,0,0,0,0,0 //MO_SPIRITSRECOVERY#운기조식(運氣調息)#
4016,261,5,259,2,0,0,0,0,0,0,0,0 //MO_CALLSPIRITS#축기(畜氣)#
4016,262,1,261,5,0,0,0,0,0,0,0,0 //MO_ABSORBSPIRITS#흡기(吸氣)#
4016,263,10,265,5,0,0,0,0,0,0,0,0 //MO_TRIPLEATTACK#육합권(六合拳)#
4016,264,1,271,3,260,2,268,3,0,0,0,0 //MO_BODYRELOCATION#궁신탄영(弓身彈影)#
4016,265,10,259,5,261,5,0,0,0,0,0,0 //MO_DODGE#이화접목(移花接木)#
4016,266,5,261,5,0,0,0,0,0,0,0,0 //MO_FINGEROFFENSIVE#침투경(浸透勁)#
4016,267,5,266,3,0,0,0,0,0,0,0,0 //MO_INVESTIGATE#탄지신통(彈指神通)#
4016,268,5,273,3,0,0,0,0,0,0,0,0 //MO_STEELBODY#금강불괴(金剛不壞)#
4016,269,5,265,5,0,0,0,0,0,0,0,0 //MO_BLADESTOP#진검백파도(眞劍百破道)#
4016,270,5,262,1,0,0,0,0,0,0,0,0 //MO_EXPLOSIONSPIRITS#폭기(爆氣)#
4016,271,5,270,3,267,3,0,0,0,0,0,0 //MO_EXTREMITYFIST#아수라_패황권(阿修羅覇凰拳)#
4016,272,5,263,5,0,0,0,0,0,0,0,0 //MO_CHAINCOMBO#연환전신장(連環全身掌)#
4016,273,5,272,3,0,0,0,0,0,0,0,0 //MO_COMBOFINISH#맹룡과강(猛龍誇强)#
4016,1015,1,0,0,0,0,0,0,0,0,0,0 //MO_KITRANSLATION#진기주입(振氣注入)#
4016,1016,1,0,0,0,0,0,0,0,0,0,0 //MO_BALKYOUNG#발경(發勁)#
4016,370,5,259,7,261,5,0,0,0,0,0,0 //CH_PALMSTRIKE#맹호경파산_(猛虎硬派山)#
4016,371,5,259,5,263,5,261,5,273,3,0,0 //CH_TIGERFIST#복호권_(伏虎拳)#
4016,372,10,259,5,261,5,371,2,0,0,0,0 //CH_CHAINCRUSH#연주붕격_(聯柱崩擊)#
4016,401,1,261,5,262,1,270,5,0,0,0,0 //CH_SOULCOLLECT#광축기(狂蓄氣)#
4016,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4016,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//Professor
4017,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4017,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4017,9,10,0,0,0,0,0,0,0,0,0,0 //MG_SRECOVERY#SP회복력_향상#
4017,10,1,0,0,0,0,0,0,0,0,0,0 //MG_SIGHT#사이트#
4017,11,10,0,0,0,0,0,0,0,0,0,0 //MG_NAPALMBEAT#네이팜_비트#
4017,12,10,11,7,13,5,0,0,0,0,0,0 //MG_SAFETYWALL#세이프티_월#
4017,13,10,11,4,0,0,0,0,0,0,0,0 //MG_SOULSTRIKE#소울_스트라이크#
4017,14,10,0,0,0,0,0,0,0,0,0,0 //MG_COLDBOLT#콜드볼트#
4017,15,10,14,5,0,0,0,0,0,0,0,0 //MG_FROSTDIVER#프로스트_다이버#
4017,16,10,0,0,0,0,0,0,0,0,0,0 //MG_STONECURSE#스톤_커스#
4017,17,10,19,4,0,0,0,0,0,0,0,0 //MG_FIREBALL#화이어_볼#
4017,18,10,10,1,17,5,0,0,0,0,0,0 //MG_FIREWALL#화이어_월#
4017,19,10,0,0,0,0,0,0,0,0,0,0 //MG_FIREBOLT#화이어_볼트#
4017,20,10,0,0,0,0,0,0,0,0,0,0 //MG_LIGHTNINGBOLT#라이트닝_볼트#
4017,21,10,20,4,0,0,0,0,0,0,0,0 //MG_THUNDERSTORM#선더스톰#
4017,90,5,283,1,0,0,0,0,0,0,0,0 //WZ_EARTHSPIKE#어스_스파이크#
4017,91,5,90,1,0,0,0,0,0,0,0,0 //WZ_HEAVENDRIVE#헤븐즈_드라이브#
4017,93,1,0,0,0,0,0,0,0,0,0,0 //WZ_ESTIMATION#몬스터_정보#
4017,157,1,0,0,0,0,0,0,0,0,0,0 //MG_ENERGYCOAT#에너지_코트#
4017,274,10,0,0,0,0,0,0,0,0,0,0 //SA_ADVANCEDBOOK#어드밴스드_북#
4017,275,5,274,2,0,0,0,0,0,0,0,0 //SA_CASTCANCEL#캐스트_캔슬#
4017,276,5,274,4,0,0,0,0,0,0,0,0 //SA_MAGICROD#매직_로드#
4017,277,5,276,1,0,0,0,0,0,0,0,0 //SA_SPELLBREAKER#스펠_브레이커#
4017,278,10,275,1,0,0,0,0,0,0,0,0 //SA_FREECAST#프리_캐스트#
4017,279,10,278,4,0,0,0,0,0,0,0,0 //SA_AUTOSPELL#오토_스펠#
4017,280,5,19,1,274,5,0,0,0,0,0,0 //SA_FLAMELAUNCHER#프레임_런쳐#
4017,281,5,14,1,274,5,0,0,0,0,0,0 //SA_FROSTWEAPON#프로스트_웨폰#
4017,282,5,20,1,274,5,0,0,0,0,0,0 //SA_LIGHTNINGLOADER#라이트닝_로더#
4017,283,5,16,1,274,5,0,0,0,0,0,0 //SA_SEISMICWEAPON#사이즈믹_웨폰#
4017,284,5,274,9,0,0,0,0,0,0,0,0 //SA_DRAGONOLOGY#드래고놀로지#
4017,285,5,280,2,0,0,0,0,0,0,0,0 //SA_VOLCANO#볼케이노#
4017,286,5,281,2,0,0,0,0,0,0,0,0 //SA_DELUGE#델류즈#
4017,287,5,282,2,0,0,0,0,0,0,0,0 //SA_VIOLENTGALE#바이어런스_게일#
4017,288,5,285,3,286,3,287,3,0,0,0,0 //SA_LANDPROTECTOR#랜드_프로텍터#
4017,289,5,277,3,0,0,0,0,0,0,0,0 //SA_DISPELL#디스펠#
4017,290,10,279,5,288,1,289,1,0,0,0,0 //SA_ABRACADABRA#아브라카다브라#
4017,1007,1,0,0,0,0,0,0,0,0,0,0 //SA_CREATECON#엘레멘탈_컨버터_제조#
4017,1008,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTWATER#엘레멘탈_체인지_(수)#
4017,1017,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTGROUND#엘레멘탈_체인지_(지)#
4017,1018,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTFIRE#엘레멘탈_체인지_(화)#
4017,1019,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTWIND#엘레멘탈_체인지_(풍)#
4017,373,5,9,1,276,1,0,0,0,0,0,0 //PF_HPCONVERSION#라이프_치환#
4017,374,1,276,3,277,2,0,0,0,0,0,0 //PF_SOULCHANGE#소울_체인지#
4017,375,5,275,5,276,3,289,3,0,0,0,0 //PF_SOULBURN#소울_번#
4017,402,5,9,3,375,1,0,0,0,0,0,0 //PF_MINDBREAKER#마인드_브레이커#
4017,403,1,274,5,278,5,279,1,0,0,0,0 //PF_MEMORIZE#메모라이즈#
4017,404,1,286,2,287,2,0,0,0,0,0,0 //PF_FOGWALL#월_오브_포그#
4017,405,1,284,4,0,0,0,0,0,0,0,0 //PF_SPIDERWEB#스파이더_웹#
4017,482,5,279,1,0,0,0,0,0,0,0,0 //PF_DOUBLECASTING#더블_캐스팅#
4017,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4017,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//Stalker
4018,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4018,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4018,48,10,0,0,0,0,0,0,0,0,0,0 //TF_DOUBLE#더블_어택#
4018,49,10,0,0,0,0,0,0,0,0,0,0 //TF_MISS#회피율_증가#
4018,50,10,0,0,0,0,0,0,0,0,0,0 //TF_STEAL#스틸#
4018,51,10,50,5,0,0,0,0,0,0,0,0 //TF_HIDING#하이딩#
4018,52,10,0,0,0,0,0,0,0,0,0,0 //TF_POISON#인베넘#
4018,53,1,52,3,0,0,0,0,0,0,0,0 //TF_DETOXIFY#해독#
4018,149,1,0,0,0,0,0,0,0,0,0,0 //TF_SPRINKLESAND#모래_뿌리기#
4018,150,1,0,0,0,0,0,0,0,0,0,0 //TF_BACKSLIDING#백_슬라이딩#
4018,151,1,0,0,0,0,0,0,0,0,0,0 //TF_PICKSTONE#돌_줍기#
4018,152,1,0,0,0,0,0,0,0,0,0,0 //TF_THROWSTONE#돌_던지기#
4018,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#한손검_수련#
4018,44,10,0,0,0,0,0,0,0,0,0,0 //AC_VULTURE#독수리의_눈#
4018,46,10,44,10,0,0,0,0,0,0,0,0 //AC_DOUBLE#더블_스트레이핑#
4018,124,1,46,5,0,0,0,0,0,0,0,0 //HT_REMOVETRAP#리무브_트랩#
4018,210,10,50,1,0,0,0,0,0,0,0,0 //RG_SNATCHER#스내쳐#
4018,211,10,210,4,0,0,0,0,0,0,0,0 //RG_STEALCOIN#스틸_코인#
4018,212,10,211,4,0,0,0,0,0,0,0,0 //RG_BACKSTAP#백_스탭#
4018,213,5,51,1,0,0,0,0,0,0,0,0 //RG_TUNNELDRIVE#터널_드라이브#
4018,214,5,212,2,213,2,0,0,0,0,0,0 //RG_RAID#기습#
4018,215,5,217,5,0,0,0,0,0,0,0,0 //RG_STRIPWEAPON#스트립_웨폰#
4018,216,5,218,5,0,0,0,0,0,0,0,0 //RG_STRIPSHIELD#스트립_쉴드#
4018,217,5,216,5,0,0,0,0,0,0,0,0 //RG_STRIPARMOR#스트립_아머#
4018,218,5,211,2,0,0,0,0,0,0,0,0 //RG_STRIPHELM#스트립_헬름#
4018,219,5,212,4,214,5,0,0,0,0,0,0 //RG_INTIMIDATE#인티머데이트#
4018,220,1,221,5,0,0,0,0,0,0,0,0 //RG_GRAFFITI#그래피티#
4018,221,5,222,1,0,0,0,0,0,0,0,0 //RG_FLAGGRAFFITI#플래그_그래피티#
4018,222,1,223,1,0,0,0,0,0,0,0,0 //RG_CLEANER#클리너#
4018,223,1,216,3,0,0,0,0,0,0,0,0 //RG_GANGSTER#갱스터_파라다이스#
4018,224,5,223,1,0,0,0,0,0,0,0,0 //RG_COMPULSION#컴펄션_디스카운트#
4018,225,10,219,5,0,0,0,0,0,0,0,0 //RG_PLAGIARISM#도작#
4018,1005,1,0,0,0,0,0,0,0,0,0,0 //RG_CLOSECONFINE#클로즈_컨파인#
4018,389,5,51,5,213,3,0,0,0,0,0,0 //ST_CHASEWALK#체이스_워크#
4018,390,5,215,1,0,0,0,0,0,0,0,0 //ST_REJECTSWORD#소드_리젝트#
4018,475,1,225,10,0,0,0,0,0,0,0,0 //ST_PRESERVE#프리저브#
4018,476,5,215,5,216,5,217,5,218,5,0,0 //ST_FULLSTRIP#풀_스트립#
4018,410,1,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#아가야_이리오렴#
4018,681,1,0,0,0,0,0,0,0,0,0,0 //ALL_INCCARRY#소지량_증가_R#
//Creator
4019,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#기본기능#
4019,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#응급_치료#
4019,36,10,0,0,0,0,0,0,0,0,0,0 //MC_INCCARRY#소지한계량_증가#
4019,37,10,36,3,0,0,0,0,0,0,0,0 //MC_DISCOUNT#디스카운트#
4019,38,10,37,3,0,0,0,0,0,0,0,0 //MC_OVERCHARGE#오버챠지#
4019,39,10,36,5,0,0,0,0,0,0,0,0 //MC_PUSHCART#푸쉬카트#
4019,40,1,0,0,0,0,0,0,0,0,0,0 //MC_IDENTIFY#아이템_감정#
4019,41,10,39,3,0,0,0,0,0,0,0,0 //MC_VENDING#노점개설#
4019,42,10,0,0,0,0,0,0,0,0,0,0 //MC_MAMMONITE#매머나이트#
4019,153,1,0,0,0,0,0,0,0,0,0,0 //MC_CARTREVOLUTION#카트_레볼루션#
4019,154,1,0,0,0,0,0,0,0,0,0,0 //MC_CHANGECART#체인지_카트#
4019,155,1,0,0,0,0,0,0,0,0,0,0 //MC_LOUD#고성방가#
4019,226,10,0,0,0,0,0,0,0,0,0,0 //AM_AXEMASTERY#도끼_수련#
4019,227,10,0,0,0,0,0,0,0,0,0,0 //AM_LEARNINGPOTION#러닝_포션#
4019,228,10,227,5,0,0,0,0,0,0,0,0 //AM_PHARMACY#파머시#
4019,229,5,228,4,0,0,0,0,0,0,0,0 //AM_DEMONSTRATION#데몬스트레이션#
4019,230,5,228,5,0,0,0,0,0,0,0,0 //AM_ACIDTERROR#애시드_테러#
4019,231,5,228,3,0,0,0,0,0,0,0,0 //AM_POTIONPITCHER#포션_피쳐#
4019,232,5,228,6,0,0,0,0,0,0,0,0 //AM_CANNIBALIZE#바이오_캐니벌라이즈#
4019,233,5,228,2,0,0,0,0,0,0,0,0 //AM_SPHEREMINE#스피어_마인#
4019,234,5,236,3,0,0,0,0,0,0,0,0 //AM_CP_WEAPON#케미칼_프로텍션(웨폰)#
4019,235,5,237,3,0,0,0,0,0,0,0,0 //AM_CP_SHIELD#케미칼_프로텍션(쉴드)#
4019,236,5,235,3,0,0,0,0,0,0,0,0 //AM_CP_ARMOR#케미칼_프로텍션(아머)#
4019,237,5,228,2,0,0,0,0,0,0,0,0 //AM_CP_HELM#케미칼_프로텍션(헬름)#
4019,238,1,0,0,0,0,0,0,0,0,0,0 //AM_BIOETHICS#생명윤리#
4019,243,1,244,1,0,0,0,0,0,0,0,0 //AM_CALLHOMUN#콜_호문클루스#
4019,244,1,238,1,0,0,0,0,0,0,0,0 //AM_REST#안식#
4019,247,5,243,1,0,0,0,0,0,0,0,0 //AM_RESURRECTHOMUN#리저랙션_호문클루스#
//4019,392,5,228,5,0,0,0,0,0,0,0,0 //CR_ALCHEMY#Alchemy#
//4019,393,5,228,6,390,2,0,0,0,0,0,0 //CR_SYNTHESISPOTION#Potion Synthesis#
4019,478,10,231,5,0,0,0,0,0,0,0,0 //CR_SLIMPITCHER#슬림_피쳐#
4019,479,5,234,5,235,5,236,5,237,5,0,0 //CR_FULLPROTECTION#풀_케미칼_프로텍션#
